A,06/07/2017 18:35:02,ON
A,06/07/2017 18:35:07,ON
A,06/07/2017 18:35:12,ON
A,06/07/2017 18:35:17,ON
A,06/07/2017 18:35:22,ON
A,06/07/2017 18:35:27,ON
A,06/07/2017 18:35:32,ON
A,06/07/2017 18:35:37,ON
A,06/07/2017 18:35:42,ON
A,06/07/2017 18:35:47,ON
A,06/07/2017 18:35:52,ON
A,06/07/2017 18:35:57,ON
A,06/07/2017 18:36:02,ON
A,06/07/2017 18:36:07,ON
A,06/07/2017 18:36:12,ON
A,06/07/2017 18:36:17,ON
A,06/07/2017 18:36:22,ON
A,06/07/2017 18:36:27,ON
A,06/07/2017 18:36:32,ON
A,06/07/2017 18:36:37,ON
A,06/07/2017 18:36:42,ON
A,06/07/2017 18:36:47,ON
A,06/07/2017 18:36:52,ON
A,06/07/2017 18:36:57,ON
A,06/07/2017 18:37:02,ON
A,06/07/2017 18:37:07,ON
A,06/07/2017 18:37:12,ON
A,06/07/2017 18:37:17,ON
A,06/07/2017 18:37:22,ON
A,06/07/2017 18:37:27,ON
A,06/07/2017 18:37:32,ON
A,06/07/2017 18:37:37,ON
A,06/07/2017 18:37:42,ON
A,06/07/2017 18:37:47,ON
A,06/07/2017 18:37:52,ON
A,06/07/2017 18:37:57,ON
A,06/07/2017 18:38:02,ON
A,06/07/2017 18:38:07,ON
A,06/07/2017 18:38:12,ON
A,06/07/2017 18:38:17,ON
A,06/07/2017 18:38:22,ON
A,06/07/2017 18:38:27,ON
A,06/07/2017 18:38:32,ON
A,06/07/2017 18:38:37,ON
A,06/07/2017 18:38:42,ON
A,06/07/2017 18:38:47,ON
A,06/07/2017 18:38:52,ON
A,06/07/2017 18:38:57,ON
A,06/07/2017 18:39:02,ON
A,06/07/2017 18:39:07,ON
A,06/07/2017 18:39:12,ON
A,06/07/2017 18:39:17,ON
A,06/07/2017 18:39:22,ON
A,06/07/2017 18:39:27,ON
A,06/07/2017 18:39:32,ON
A,06/07/2017 18:39:37,ON
A,06/07/2017 18:39:42,ON
A,06/07/2017 18:39:47,ON
A,06/07/2017 18:39:52,ON
A,06/07/2017 18:39:57,ON
A,06/07/2017 18:40:02,ON
A,06/07/2017 18:40:07,ON
A,06/07/2017 18:40:12,ON
A,06/07/2017 18:40:17,ON
A,06/07/2017 18:40:22,ON
A,06/07/2017 18:40:27,ON
A,06/07/2017 18:40:32,ON
A,06/07/2017 18:40:37,ON
A,06/07/2017 18:40:42,ON
A,06/07/2017 18:40:47,ON
A,06/07/2017 18:40:52,ON
A,06/07/2017 18:40:57,ON
A,06/07/2017 18:41:02,ON
A,06/07/2017 18:41:07,ON
A,06/07/2017 18:41:12,ON
A,06/07/2017 18:41:17,ON
A,06/07/2017 18:41:22,ON
A,06/07/2017 18:41:27,ON
A,06/07/2017 18:41:32,ON
A,06/07/2017 18:41:37,ON
A,06/07/2017 18:41:42,ON
A,06/07/2017 18:41:47,ON
A,06/07/2017 18:41:52,ON
A,06/07/2017 18:41:57,ON
A,06/07/2017 18:42:02,ON
A,06/07/2017 18:42:07,ON
A,06/07/2017 18:42:12,ON
A,06/07/2017 18:42:17,ON
A,06/07/2017 18:42:22,ON
A,06/07/2017 18:42:27,ON
A,06/07/2017 18:42:32,ON
A,06/07/2017 18:42:37,ON
A,06/07/2017 18:42:42,ON
A,06/07/2017 18:42:47,ON
A,06/07/2017 18:42:52,ON
A,06/07/2017 18:42:57,ON
A,06/07/2017 18:43:02,ON
A,06/07/2017 18:43:07,ON
A,06/07/2017 18:43:12,ON
A,06/07/2017 18:43:17,ON
A,06/07/2017 18:43:22,ON
A,06/07/2017 18:43:27,ON
A,06/07/2017 18:43:32,ON
A,06/07/2017 18:43:37,ON
A,06/07/2017 18:43:42,ON
A,06/07/2017 18:43:47,ON
A,06/07/2017 18:43:52,ON
A,06/07/2017 18:43:57,ON
A,06/07/2017 18:44:02,ON
A,06/07/2017 18:44:07,ON
A,06/07/2017 18:44:12,ON
A,06/07/2017 18:44:17,ON
A,06/07/2017 18:44:22,ON
A,06/07/2017 18:44:27,ON
A,06/07/2017 18:44:32,ON
A,06/07/2017 18:44:37,ON
A,06/07/2017 18:44:42,ON
A,06/07/2017 18:44:47,ON
A,06/07/2017 18:44:52,ON
A,06/07/2017 18:44:57,ON
A,06/07/2017 18:45:02,ON
A,06/07/2017 18:45:07,ON
A,06/07/2017 18:45:12,ON
A,06/07/2017 18:45:17,ON
A,06/07/2017 18:45:22,OFF
A,06/07/2017 18:45:27,OFF
A,06/07/2017 18:45:32,OFF
A,06/07/2017 18:45:37,OFF
A,06/07/2017 18:45:44,OFF
A,06/07/2017 18:45:47,OFF
A,06/07/2017 18:45:52,OFF
A,06/07/2017 18:45:57,OFF
A,06/07/2017 18:46:02,OFF
A,06/07/2017 18:46:07,OFF
A,06/07/2017 18:46:12,OFF
A,06/07/2017 18:46:17,OFF
A,06/07/2017 18:46:22,OFF
A,06/07/2017 18:46:27,OFF
A,06/07/2017 18:46:32,OFF
A,06/07/2017 18:46:37,OFF
A,06/07/2017 18:46:42,OFF
A,06/07/2017 18:46:47,OFF
A,06/07/2017 18:46:52,OFF
A,06/07/2017 18:46:58,OFF
A,06/07/2017 18:47:02,OFF
A,06/07/2017 18:47:07,OFF
A,06/07/2017 18:47:12,OFF
A,06/07/2017 18:47:17,OFF
A,06/07/2017 18:47:22,OFF
A,06/07/2017 18:47:28,OFF
A,06/07/2017 18:47:32,OFF
A,06/07/2017 18:47:37,OFF
A,06/07/2017 18:47:42,OFF
A,06/07/2017 18:47:47,OFF
A,06/07/2017 18:47:52,OFF
A,06/07/2017 18:47:57,OFF
A,06/07/2017 18:48:02,OFF
A,06/07/2017 18:48:12,OFF
A,06/07/2017 18:48:12,OFF
A,06/07/2017 18:48:20,OFF
A,06/07/2017 18:48:22,OFF
A,06/07/2017 18:48:27,OFF
A,06/07/2017 18:48:32,OFF
A,06/07/2017 18:48:37,OFF
A,06/07/2017 18:48:42,OFF
A,06/07/2017 18:48:47,OFF
A,06/07/2017 18:48:56,OFF
A,06/07/2017 18:48:57,OFF
A,06/07/2017 18:49:02,OFF
A,06/07/2017 18:49:07,OFF
A,06/07/2017 18:49:12,OFF
A,06/07/2017 18:49:17,OFF
A,06/07/2017 18:49:22,OFF
A,06/07/2017 18:49:27,OFF
A,06/07/2017 18:49:32,OFF
A,06/07/2017 18:49:37,OFF
A,06/07/2017 18:49:42,OFF
A,06/07/2017 18:49:47,OFF
A,06/07/2017 18:49:52,OFF
A,06/07/2017 18:49:57,OFF
A,06/07/2017 18:50:02,OFF
A,06/07/2017 18:50:07,OFF
A,06/07/2017 18:50:12,OFF
A,06/07/2017 18:50:17,OFF
A,06/07/2017 18:50:22,OFF
A,06/07/2017 18:50:27,OFF
A,06/07/2017 18:50:32,OFF
A,06/07/2017 18:50:37,OFF
A,06/07/2017 18:50:42,OFF
A,06/07/2017 18:50:47,OFF
A,06/07/2017 18:50:52,OFF
A,06/07/2017 18:50:57,OFF
A,06/07/2017 18:51:02,OFF
A,06/07/2017 18:51:07,OFF
A,06/07/2017 18:51:12,OFF
A,06/07/2017 18:51:17,OFF
A,06/07/2017 18:51:22,OFF
A,06/07/2017 18:51:27,OFF
A,06/07/2017 18:51:32,OFF
A,06/07/2017 18:51:37,OFF
