,timestamp,post_story,comment_count,subject_id,daily_post_count
0,2017-06-11 13:24:20,,0,C,1
1,2017-06-10 08:07:03,Aria Ghora Prabono shared Futurism's video.,0,C,1
2,2017-06-08 16:07:39,Aria Ghora Prabono shared Arirang News's video.,8,C,1
3,2017-06-07 18:04:21,,0,C,1
