B;,2017-06-07 21:25:54.361;[ [type=ON_FOOT, confidence=95],  [type=WALKING, confidence=95],  [type=IN_VEHICLE, confidence=3],  [type=ON_BICYCLE, confidence=3]],,,,,,
B;,2017-06-07 21:25:54.408;[ [type=TILTING, confidence=100]],,,,,,,,,,,,
B;,2017-06-07 21:26:08.563;[ [type=ON_FOOT, confidence=97],  [type=WALKING, confidence=97],  [type=ON_BICYCLE, confidence=3]],,,,,,,,
B;,2017-06-07 21:26:08.62;[ [type=TILTING, confidence=100]],,,,,,,,,,,,
B;,2017-06-07 21:26:25.405;[ [type=ON_FOOT, confidence=95],  [type=WALKING, confidence=95],  [type=IN_VEHICLE, confidence=5]],,,,,,,,
B;,2017-06-07 21:26:25.479;[ [type=TILTING, confidence=100]],,,,,,,,,,,,
B;,2017-06-07 21:26:39.419;[ [type=ON_FOOT, confidence=87],  [type=WALKING, confidence=82],  [type=ON_BICYCLE, confidence=13],  [type=RUNNING, confidence=5]],,,,,,
B;,2017-06-07 21:26:48.044;[ [type=ON_FOOT, confidence=62],  [type=WALKING, confidence=62],  [type=UNKNOWN, confidence=23],  [type=IN_VEHICLE, confidence=8],  [type=ON_BICYCLE, confidence=8]],,,,
B;,2017-06-07 21:27:14.222;[ [type=ON_FOOT, confidence=75],  [type=WALKING, confidence=73],  [type=ON_BICYCLE, confidence=23],  [type=UNKNOWN, confidence=2],  [type=RUNNING, confidence=2]],,,,
B;,2017-06-07 21:27:14.28;[ [type=TILTING, confidence=100]],,,,,,,,,,,,
B;,2017-06-07 21:27:19.438;[ [type=ON_FOOT, confidence=90],  [type=WALKING, confidence=85],  [type=IN_VEHICLE, confidence=8],  [type=RUNNING, confidence=5],  [type=ON_BICYCLE, confidence=3]],,,,
B;,2017-06-07 21:27:24.085;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=92],  [type=RUNNING, confidence=8]],,,,,,,,
B;,2017-06-07 21:27:32.975;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=85],  [type=UNKNOWN, confidence=8],  [type=RUNNING, confidence=8]],,,,,,
B;,2017-06-07 21:27:41.581;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=92],  [type=UNKNOWN, confidence=8]],,,,,,,,
B;,2017-06-07 21:27:50.26;[ [type=ON_FOOT, confidence=92],  [type=WALKING, confidence=92],  [type=UNKNOWN, confidence=8]],,,,,,,,
B;,2017-06-07 21:28:00.503;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=85],  [type=RUNNING, confidence=15]],,,,,,,,
B;,2017-06-07 21:28:05.635;[ [type=ON_FOOT, confidence=100],  [type=WALKING, confidence=85],  [type=RUNNING, confidence=15]],,,,,,,,
B;,2017-06-07 21:28:10.836;[ [type=ON_FOOT, confidence=85],  [type=WALKING, confidence=85],  [type=ON_BICYCLE, confidence=8],  [type=UNKNOWN, confidence=8]],,,,,,
